ユーザー名,表示名,業種,備考
"tobagrandhotel","鳥羽グランドホテル","サウナ・温浴施設","HP: http://jgh.jp/"
"shima_chichuukaimura_official","スパ・アルハンブラ","サウナ・温浴施設","HP: http://www.puebloamigo.jp/spa/"
"mfr_iseshima","MFR伊勢志摩HANARE A棟 ペットと泊まれるオーシャンビュー貸別荘","サウナ・温浴施設","HP: https://www.mfresort.com/"
"ritz_suzuka","ホテル・リッツ(302号室)","サウナ・温浴施設","HP: https://ritz.love/"
"ritz_suzuka","ホテル・リッツ(303号室)","サウナ・温浴施設","HP: https://ritz.love/"
"saiounomiya","斎王の宮","サウナ・温浴施設","HP: https://saiounomiya.kaiei-ryokans.com/?utm_source=google&amp;utm_medium=organic&amp;utm_campaign=googlemap"
"8seas_sauna","8Seas Sauna HIRA(エイトシーズサウナ比良)","サウナ・温浴施設","HP: https://8sauna.jp/"
"ofurocafe.biwakoza","大津温泉 おふろcaféびわこ座","サウナ・温浴施設","HP: http://ofurocafe-biwakoza.com/"
"amahanoyu_omihachiman","長命寺温泉 天葉の湯","サウナ・温浴施設","HP: http://amahanoyu.com/"
"agaryanse_jp","スパリゾート雄琴 あがりゃんせ","サウナ・温浴施設","HP: https://www.agaryanse.co.jp/"
"suisyun_kusatsu","草津湯元 水春","サウナ・温浴施設","HP: https://suisyun.jp/kusatsu/"
"suisyun_pieri","守山湯元水春 ピエリ守山","サウナ・温浴施設","HP: http://suisyun.jp/pieri-moriyama/"
"gokurakuyu_hikone","極楽湯 彦根店","サウナ・温浴施設","HP: http://www.gokurakuyu.ne.jp/gokurakuyu/tempo/hikone/"
"soleil__sauna","SAUNA & SPA SOLEIL (ソレイユ)","サウナ・温浴施設","HP: https://soleil-sauna.jp/"
"happuno_yu","永源寺温泉 八風の湯","サウナ・温浴施設","HP: http://www.happuno-yu.com/eigenji/"
"hitoiki_retreat","和乃リトリートひといき","サウナ・温浴施設","HP: https://cafe-inn-hitoiki.com/"
"greenparksanto","グリーンパーク山東 美肌の湯 鴨池荘","サウナ・温浴施設","HP: https://greenpark-santo.com/kamoikesou/#bihadanoyu"
"auberge_rukawa","Auberge RUKAWA","サウナ・温浴施設","HP: https://rukawa-shiga.com/"
"green_park.staff.yuka","くつき温泉 てんくう (グリーンパーク想い出の森)","サウナ・温浴施設","HP: http://gp-kutsuki.com/spa"
"barehaus_sauna.cafebar","さうなとカフェバー BAREHAUS","サウナ・温浴施設","HP: http://barehaus.com"
"miyatachocafe","宮田町カフェサウナ","サウナ・温浴施設","HP: https://miyatachocafe.com/"
"grandmercure_lakebiwa","グランドメルキュール琵琶湖リゾート&スパ(旧ホテル&リゾーツ 長浜)","サウナ・温浴施設","HP: https://grand-mercure-lakebiwa-resortandspa.jp/"
"the.rosevillage","THE ROSE VILLAGE","サウナ・温浴施設","HP: https://rosevillage.jp/"
"makinokougen_official","マキノ高原温泉さらさ","サウナ・温浴施設","HP: http://www.makinokougen.co.jp/"
"biwakohotel_official","琵琶湖ホテル","サウナ・温浴施設","HP: https://www.keihanhotels-resorts.co.jp/biwakohotel/"
"hotellakevilla","ホテルレイクヴィラ 信楽天然温泉 多羅尾乃湯","サウナ・温浴施設","HP: http://www.lakevilla.co.jp/"
"yuzanso","里湯昔話雄山荘","サウナ・温浴施設","HP: http://yuzanso.co.jp/"
"rotary_pier","琵琶湖テントサウナ88","サウナ・温浴施設","HP: https://rotary-pier88.com/news/2023/04/08/4942/"
"wanibase","スターハウス","サウナ・温浴施設","HP: https://wanibase.com/star-house/"
"acoa_takashima","ACOA Villa Takashima","サウナ・温浴施設","HP: https://achangeofair.com/takashima/"
"biwakograndhotel_kyooumi","琵琶湖グランドホテル (京近江)","サウナ・温浴施設","HP: http://www.biwakogh.co.jp/"
"century_gc","センチュリー・シガ・ゴルフクラブ","サウナ・温浴施設","HP: http://www.century-shiga-gc.com/"
"kitabiwakohotelgrazie","北ビワコホテルグラツィエ","サウナ・温浴施設","HP: https://www.k-grazie.co.jp/"
"everglades_beach","エバーグレイズビーチ everglades beach - cafe and grill","サウナ・温浴施設","HP: https://www.everglades.jp/beach/sauna/"
"kkrhotelbiwako","KKR ホテルびわこ","サウナ・温浴施設","HP: http://www.kkrbiwako.com/"
"lacetdragon","ラクエドラゴン ホースパーク","サウナ・温浴施設","HP: https://lac-dragon.com/"
"fsgc_golf","富士スタジアムゴルフ倶楽部 南コース","サウナ・温浴施設","HP: http://fsgc.jp/south/"
"rumorplaza","サウナ&カプセルホテル ルーマプラザ","サウナ・温浴施設","HP: https://rumor-plaza.jp"
"ebisugawagyoza__saiin","ぎょうざ湯","サウナ・温浴施設","HP: https://www.nakajimagyoza.com/gyozayu"
"suisyun_matsuiyamate","SPA&HOTEL水春 松井山手","サウナ・温浴施設","HP: https://suisyun.jp/matsuiyamate/"
"sukkama.genjinoyu","スッカマ 源氏の湯","サウナ・温浴施設","HP: https://genji-yu.com/sukkama/"
"saganoonsentenzannoyu","さがの温泉 天山の湯","サウナ・温浴施設","HP: http://www.ndg.jp/tenzan/"
"musu_goka_sauna","蒸 -五箇サウナ-","サウナ・温浴施設","HP: https://musu-sauna.com/"
"gyoza_yu_2","ぎょうざ湯2(旧夷川サウナなかじま)","サウナ・温浴施設","HP: https://ebisugawa-sauna.com/"
"genjinoyu.uji_honten","宇治天然温泉 源氏の湯","サウナ・温浴施設","HP: http://genji-yu.jp/"
"moksa_rebirthhotel","moksa","サウナ・温浴施設","HP: https://moksa.jp/"
"akarinoyu","竹取温泉 灯りの湯","サウナ・温浴施設","HP: http://www.akarinoyu.com"
"yunoyado_shoei","湯の宿 松栄 (誠の湯)","サウナ・温浴施設","HP: http://www.yunoyadosyouei.jp/"
"1126_hijiri","玉光湯 ひじりのね 伏見店","サウナ・温浴施設","HP: http://hijirinone.com/"
"dormyinn.official","天然温泉 花蛍の湯ドーミーインPREMIUM京都駅前","サウナ・温浴施設","HP: http://www.hotespa.net/hotels/kyoto/"
"onsen19kyoto","上方温泉一休京都本館","サウナ・温浴施設","HP: http://www.onsen19.jp/"
"manyo_kyoto","京都  竹の郷温泉  万葉の湯","サウナ・温浴施設","HP: https://www.manyo.co.jp/kyoto/"
"6ishiki_hotel","6ishiki","サウナ・温浴施設","HP: https://6ishiki.jp/"
"fukuchiyama_onsen","福知山温泉 養老の湯","サウナ・温浴施設","HP: http://www.fukuchiyamaonsen.com/"
"dormyinn.official","天然温泉 蓮花の湯 御宿 野乃京都七条","サウナ・温浴施設","HP: https://www.hotespa.net/hotels/nono_kyoto/"
"dormyinn.official","風風の湯","サウナ・温浴施設","HP: http://www.hotespa.net/spa/fufu/"
"kyotamba.sauna","京丹波サウナ","サウナ・温浴施設","HP: https://www.kyotamba-sauna.com/"
"kyotoyamashina_hotelsanraku","京都山科 ホテル山楽","サウナ・温浴施設","HP: https://sanraku.kenhotels.com/kyoto/"
"sequence_kyotogojo","sequence KYOTO GOJO","サウナ・温浴施設","HP: https://www.sequencehotels.com/kyoto-gojo/"
"onsen_kurama","くらま温泉","サウナ・温浴施設","HP: https://kurama-spa.com/"
"apahotel_official","アパホテル〈京都駅堀川通〉","サウナ・温浴施設","HP: https://www.apahotel.com/hotel/kansai/03_kyotoeki-horikawa/spa.html"
"rthkyoto_official","ロイヤルツインホテル京都八条口","サウナ・温浴施設","HP: https://www.rthk.jp/"
"sh.sunroyal","サンロイヤルホテル亀岡駅前","サウナ・温浴施設","HP: https://sh-sunroyal.com/"
"ayabeonsen","あやべ温泉二王館(二王の湯)","サウナ・温浴施設","HP: http://www.ayabeonsen.com/"
"amanohashidatehotel310","天橋立温泉 天橋立ホテル","サウナ・温浴施設","HP: http://www.amanohashidate-htl.co.jp/"
"centralewedding","セントラーレ・ホテル京丹後","サウナ・温浴施設","HP: https://www.centrale.co.jp/"
"keizankaku.sakura","渓山閣","サウナ・温浴施設","HP: http://www.keizankaku.com/"
"mercure_kyoto_miyazu","メルキュール京都宮津リゾート&スパ","サウナ・温浴施設","HP: https://mercure-kyotomiyazu-resortandspa.jp/"
"hotel_the_mitsui_kyoto","HOTEL THE MITSUI KYOTO (ホテル ザ ミツイ キョウト)、ラグジュアリーコレクションホテル & スパ","サウナ・温浴施設","HP: https://www.hotelthemitsui.com/"
"ritzcarltonkyoto","ザ・リッツカールトン京都","サウナ・温浴施設","HP: http://www.ritzcarlton.com/en/hotels/japan/kyoto?scid=bb1a189a-fec3-4d19-a255-54ba596febe2"
"urbanhotelkyotoshijo","アーバンホテル京都四条プレミアム","サウナ・温浴施設","HP: http://uh-urban.com/shijo/"
"st_thegallery_official","サクラテラス ザ・ギャラリー","サウナ・温浴施設","HP: http://sakuraterrace-gallery.jp/"
"fourseasons","フォーシーズンズホテル京都","サウナ・温浴施設","HP: https://www.fourseasons.com/kyoto/?seo=google_local_kyo1_apac"
"port_self.body.make","PORT self body make 京都三条店","サウナ・温浴施設","HP: https://port-fitness.jp/open/523/ad/"
"logos_land","ロゴスランドプラムイン城陽","サウナ・温浴施設","HP: http://logosland.jp/"
"shinnihonkai_ferry","あかしあ(新日本海フェリー)","サウナ・温浴施設","HP: http://www.snf.jp/"
"shinnihonkai_ferry","はまなす(新日本海フェリー)","サウナ・温浴施設","HP: https://www.snf.jp/searoute/maiduru-otaru.html"
"slow___nature","SLOW NATURE テントサウナと大空マッサージ","サウナ・温浴施設","HP: https://slow-nature.com/"
"kyoto.marufukuro","丸福樓","サウナ・温浴施設","HP: https://marufukuro.com/"
"kasyouen","京都府 丹後･夕日ヶ浦温泉 佳松苑","サウナ・温浴施設","HP: http://www.kasyouen.com/"
"syoenso","京都・湯の花温泉 松園荘 保津川亭","サウナ・温浴施設","HP: http://www.syoenso.com/"
"ukifune_en","花やしき浮舟園","サウナ・温浴施設","HP: http://www.ukifune-en.co.jp/"
"ujosoan_","夕日ヶ浦温泉 雨情草庵","サウナ・温浴施設","HP: http://www.ama-yadori.com/"
"goldsgym.japan","ゴールドジム 京都烏丸","サウナ・温浴施設","HP: http://www.goldsgym.jp/shop/26110"
"best_delight","ホテル クロノス","サウナ・温浴施設","HP: https://hotel-chronos.com/"
"kasyouen_fuka","夕日ヶ浦温泉 大人専用の宿 佳松苑はなれ風香","サウナ・温浴施設","HP: http://www.k-fuka.com/facility/index.php"
"route_inn_hotels","ホテルルートイン京都久御山","サウナ・温浴施設","HP: https://www.route-inn.co.jp/hotel_list/kyoto/index_hotel_id_737/"
"accordia_golf","グランベール京都ゴルフ倶楽部【アコーディア・ゴルフ】","サウナ・温浴施設","HP: https://reserve.accordiagolf.com/golfLinkCourseDetail/?gid=154"
"naniwa_utopia","なにわ健康ランド 湯〜トピア","サウナ・温浴施設","HP: http://naniwa-utopia.com/"
"hanazono_onsen","花園温泉 sauna kukka","サウナ・温浴施設","HP: https://sauna-kukka.jp/"
"spaworld_jp","SPAWORLD HOTEL&RESORT","サウナ・温浴施設","HP: http://www.spaworld.co.jp/"
"nobehanoyu_tsuruhashi","天然温泉 延羽の湯 鶴橋店","サウナ・温浴施設","HP: http://www.nobuta123.co.jp/nobehatsuruhashi/"
"sento_irihune_onsen","入船温泉","サウナ・温浴施設","HP: https://www.irihune.co.jp/"
"naniwanoyu","天然温泉 なにわの湯","サウナ・温浴施設","HP: https://www.naniwanoyu.com/"
"algonoyu","神州温泉 あるごの湯","サウナ・温浴施設","HP: http://www.algo7.jp/spa/"
"nobehanoyu_habikino","天然温泉 延羽の湯 本店 羽曳野","サウナ・温浴施設","HP: http://www.nobuta123.co.jp/nobehahabikino/"
"solaniwaonsen","空庭温泉 OSAKA BAY TOWER","サウナ・温浴施設","HP: https://www.solaniwa.com/"
"nijinoyusayama","虹の湯大阪狭山店","サウナ・温浴施設","HP: http://nijinoyu.jp/sayama/"
"spasuminoe","天然露天温泉 スパスミノエ","サウナ・温浴施設","HP: http://www.spasuminoe.jp/"
"sarasanoyu","蔵前温泉さらさのゆ","サウナ・温浴施設","HP: http://www.sarasanoyu.com/"
"SAUNAGRANDCHATEAU","サウナグランシャトー","サウナ・温浴施設","HP: http://www.kyo-bashi.com/sa.html"
"banpaku.oyuba","源気温泉 万博おゆば","サウナ・温浴施設","HP: http://oyuba.com/banpaku/"
"suisyun_tsurumi","鶴見緑地湯元水春","サウナ・温浴施設","HP: http://suisyun.jp/tsurumi/"
"liber_hotel","リーベルホテル大阪","サウナ・温浴施設","HP: https://www.hotel-liber.jp/"
"suisyun_mino","箕面湯元 水春","サウナ・温浴施設","HP: http://suisyun.jp/mino/"
"umekitaonsenren_wellbeingpark","うめきた温泉 蓮 Wellbeing Park","サウナ・温浴施設","HP: https://umekita-onsen.jp/"
"dotonborisauna","道頓堀サウナ","サウナ・温浴施設","HP: https://dotonbori-sauna.com/"
"sokototo_whatawon","ソコトト-SOKOTOTO-","サウナ・温浴施設","HP: https://whatawon.co.jp/floor_sokototospa/"
"niftyonsen","ゆーでるらんど都","サウナ・温浴施設","HP: https://onsen.nifty.com/oosakashinai-onsen/onsen010990/"
"rinkunoyu","りんくうの湯","サウナ・温浴施設","HP: https://rinkunoyu.jp/"
"hotelmonterey","ホテルモントレ ラ・スール大阪 スパ･トリニテ","サウナ・温浴施設","HP: https://www.hotelmonterey.co.jp/lasoeur_osaka/spa/"
"hinatanoyu_ub","天然温泉ひなたの湯 大阪ユニバーサルベイサイド","サウナ・温浴施設","HP: https://www.hinatanoyu.com/osaka-universal-bayside/"
"misasanoyu","積善温泉 美笹のゆ","サウナ・温浴施設","HP: http://misasanoyu.com/"
"suisyun_higashikohri","東香里湯元水春","サウナ・温浴施設","HP: http://suisyun.jp/kohri/"
"kouwanoyu1126","天然温泉 こうわの湯","サウナ・温浴施設","HP: https://www.kouwanoyu.com/"
"yu_bath1","ユーバスロイヤル高井田店","サウナ・温浴施設","HP: http://yu-bath.com/t-bath/"
"yao.oyuba","源気温泉八尾おゆば","サウナ・温浴施設","HP: http://www.oyuba.com/yao/"
"dormyinn.official","天然温泉 花風の湯 御宿 野乃なんば","サウナ・温浴施設","HP: http://www.hotespa.net/hotels/nono_nanba/"
"hotelplus.jp","d3 HOTEL+","サウナ・温浴施設","HP: https://stay.osaka.jp/d3-hotel/"
"eni_sauna","eni.sauna","サウナ・温浴施設","HP: https://go2eni.com/sauna_gmb"
"gardenpalace_official","関空温泉ホテルガーデンパレス","サウナ・温浴施設","HP: https://www.gardenpalace-spa.co.jp/"
"kaizuka_ibuki_spa","かいづか いぶき温泉","サウナ・温浴施設","HP: https://ibuki-onsen.jp/"
"bike_jinja","太子温泉","サウナ・温浴施設","HP: https://taishi-onsen.com/"
"hotelfelice.toyonaka","HOTEL felice・ホテルフェリーチェ","サウナ・温浴施設","HP: https://h-felice.com/"
"apahotel_official","アパホテル&リゾート〈大阪なんば駅前タワー〉","サウナ・温浴施設","HP: https://www.apahotel.com/resort/osaka-namba-ekimae-tower/"
"hoshinoresorts.official","OMO関西空港 by 星野リゾート","サウナ・温浴施設","HP: https://www.hoshinoresorts.com/resortsandhotels/omobeb/omo/kansaiairport.html"
"apahotel_official","アパホテル 大阪谷町四丁目駅前","サウナ・温浴施設","HP: http://www.apahotel.com/hotel/kansai/09v_osakatanimachi/"
"niftyonsen","朝日湯","サウナ・温浴施設","HP: https://onsen.nifty.com/oosakashinai-onsen/onsen009546/"
"karaksa_hotel_official","からくさホテルグランデ新大阪タワー","サウナ・温浴施設","HP: https://karaksahotels.com/shin_osaka/"
"astilhotel_juso","アスティルホテル十三プレシャス","サウナ・温浴施設","HP: https://www.astilhotel.jp/juso/"
"hotel_elcient_osaka","ホテルエルシエント大阪","サウナ・温浴施設","HP: https://www.elcient.com/osaka/"
"astilhotel_shinosaka","アスティルホテル新大阪","サウナ・温浴施設","HP: https://www.astilhotel.jp/shinosaka/"
"ccostaff","北加賀屋MULTI BARTHE","サウナ・温浴施設","HP: http://www.namura.cc/"
"harukas300","Highest Sauna","サウナ・温浴施設","HP: http://www.abenoharukas-300.jp/observatory/"
"hotel_morningbox","ホテルモーニングボックス大阪心斎橋","サウナ・温浴施設","HP: https://hotelmorningbox.com/"
"hotelmonterey","ホテルモントレ ル・フレール大阪","サウナ・温浴施設","HP: https://www.hotelmonterey.co.jp/lefrere_osaka/"
"coronahotel_shinosaka","大阪コロナホテル","サウナ・温浴施設","HP: https://osakacoronahotel.jp/"
"yscabin_osakanamba","ワイズキャビン大阪難波","サウナ・温浴施設","HP: https://ys-cabin.com/osaka-namba/jp/"
